asin,0.0,0,
B01FST8A90,6717.0,0,
B000UEQI1G,5071.0,1,
B0010VS078,3836.0,1,
B07H4HKDG7,2022.0,5,
B00KI03U8Q,1927.0,0,
B003NSBMUI,1925.0,5,
B008RU8GC4,1857.0,3,
B07CTXHNSL,1654.0,1,
B08S583D9Q,1490.0,1,
B001CJVTLC,1170.0,1,
B00GGY85EC,1038.0,5,
B07CTXHNSL,1024.0,1,
B00006IJIC,853.0,5,
B00004YRPF,830.0,5,
B00A2HD40E,795.0,5,
B00APVXSM6,781.0,0,
B00ARQW1E0,766.0,3,
B084P3VP2T,760.0,2,
B076PRWVFG,735.0,5,
B07NXDJ52C,713.0,0,
B00008BFZH,708.0,5,
B003FHXMDC,688.0,5,
B000NVBE1A,687.0,5,
B014KEE9LC,683.0,5,
B000LSZVKA,664.0,1,
B00SAUAP5C,662.0,5,
B00UB8BEEM,639.0,5,
B00CI6JB6I,624.0,4,
B00A80X19E,622.0,0,
B00IUAAK2A,610.0,5,
B007GQ0YKC,606.0,0,
B00FEJPCNC,595.0,0,
B000N178E2,594.0,0,
B001BKX0V4,590.0,5,
B07PXR5J2D,581.0,1,
B07WFT269D,574.0,0,
B00580KX2W,568.0,2,
B005QZLBXO,563.0,0,
B08C7G8ZTJ,562.0,1,
B07WFT269D,560.0,0,
B0192MB5RS,559.0,5,
B07CBTZWQP,557.0,3,
B07SZLZHF4,557.0,0,
B0010VS078,538.0,5,
B07KKQ8ZBT,538.0,0,
B01H1NV1RE,532.0,0,
B00EFDXAB4,529.0,1,
B01JYRII4Y,526.0,0,
B07C6182BY,524.0,0,
B00LD6KNHK,524.0,4,
B07H185K6H,518.0,2,
B072BHBJF1,513.0,3,
B07YQ641NQ,506.0,5,
B01L0MJX0E,503.0,1,
B01LQCIL88,501.0,5,
B001ESQTUM,492.0,1,
B002XULJDW,490.0,0,
B01681O14U,489.0,0,
B074NZV2H7,487.0,5,
B08NQD4FBW,486.0,0,
B0002AUWKG,478.0,5,
B09L82XBMB,478.0,1,
B07771DV5J,476.0,0,
B00FW78710,471.0,5,
B07RKPP1YL,468.0,0,
B001I912SQ,464.0,5,
B07B6ZN7P8,451.0,4,
B0013WLX3M,439.0,4,
B076PRWVFG,433.0,0,
B001CJVTLC,431.0,0,
B074PYYM51,425.0,1,
B006SSFVWU,420.0,5,
B00000IZKX,416.0,0,
B01N4KVUXG,413.0,0,
B01C35QC4W,413.0,5,
B06XFQG2GN,409.0,0,
B0771YL7DZ,407.0,2,
B001ESQTUM,406.0,1,
1556344732,398.0,4,
B01FST8A90,390.0,1,
B006FKWH6O,389.0,0,
B00AA7BA3Y,387.0,5,
B086PK8B43,386.0,1,
B0009XBY3A,386.0,2,
B00B1Z6EPS,382.0,4,
B07SS62PFM,381.0,4,
B00IZ8T7UI,381.0,4,
B00OTJ5HZQ,374.0,0,
B073GBDFWN,373.0,1,
B00NX627HW,372.0,5,
B00008W72D,368.0,0,
B06XXXP842,368.0,4,
B07Q76Z795,368.0,1,
B005P5D7G4,368.0,4,
B000VN8HLA,366.0,1,
B000K21D4K,366.0,5,
B07HZ6SJP5,359.0,5,
B07FQZH2NQ,358.0,5,
B004YD7BTW,357.0,5,
B079CH7PLF,357.0,0,
B004A8ZRBA,352.0,3,
B07FQZH2NQ,350.0,5,
0786965622,348.0,5,
B07RMHL5K8,342.0,0,
B000YFSZU8,341.0,5,
B002GJMOUC,341.0,4,
B07HZ6SJP5,337.0,5,
B004WNIT3G,336.0,5,
B00466PKE0,336.0,0,
B076PRWVFG,335.0,5,
B0160JBGRA,326.0,0,
B017N6XEL0,323.0,4,
B01CTUGC5K,323.0,0,
B07B7PQCZV,320.0,1,
1640781684,320.0,5,
B07BFNN6JT,316.0,0,
B01FFOZ3FC,315.0,0,
B07CVHHJ3L,314.0,5,
B00005BYQU,314.0,5,
B071FK9TFC,314.0,1,
B07Q32W334,312.0,5,
B08FL61CKL,308.0,1,
B00DJPK8MS,307.0,0,
B072J234ZF,307.0,5,
B077LTF9VM,307.0,0,
B01L9B5JYU,306.0,5,
B00146I2WM,304.0,0,
B0797GTTV4,304.0,3,
B08FZJ6PYR,303.0,0,
B00004W60G,301.0,4,
B000YDDF6O,300.0,1,
B01ASVD2L4,300.0,5,
B00LEOJAKM,300.0,1,
B089NYJSJR,298.0,0,
B0002UP0IA,296.0,5,
B094VW7Y1V,296.0,5,
B00RZTJJLA,295.0,0,
B00Z0P7USA,295.0,3,
B07M79K46H,294.0,0,
B005UWYK22,294.0,5,
B00DW1JT2O,294.0,0,
B000BURAP2,292.0,3,
B006ZVOJRI,292.0,4,
B06XSRFK9Z,291.0,0,
B00DUB6RVW,290.0,3,
B07F38CPM1,287.0,0,
B0019FATKG,287.0,0,
B07V85NQV4,287.0,0,
B014RE0LD0,285.0,0,
B005D1P59W,285.0,4,
B06XSZ5FFC,284.0,1,
B00008MIGQ,284.0,5,
B004A8ZRB0,284.0,5,
B085HNMHKJ,283.0,0,
B00C5VMW7G,282.0,0,
B07WKD4V47,281.0,0,
B0013JPVN8,279.0,3,
B071GS97RT,279.0,3,
B003KJ7BWS,278.0,0,
B003U9E8QU,277.0,1,
B00J3LXLNA,277.0,0,
B0030F67N6,277.0,0,
B01IRM5U84,277.0,5,
B00906PKQ4,274.0,5,
B00FZMDAL4,273.0,0,
B072M2SB11,273.0,0,
B002V3RCE6,272.0,3,
1601253729,272.0,5,
B07S8GHM8C,271.0,0,
B08HVXZW8X,271.0,5,
B008N6INE8,269.0,4,
B089DTQDLR,269.0,5,
B01KLJTEEW,269.0,0,
B000FGCY8K,267.0,5,
B000TFLAZA,266.0,4,
B00I4EVED6,264.0,4,
B00000J0JF,264.0,5,
B002TU4OHY,263.0,5,
B000GZEZ6E,263.0,0,
B003ZFSOZU,261.0,2,
B014KEE9LC,260.0,5,
B007ETJQP0,259.0,2,
B011JV9HA2,259.0,5,
B004ALMPA8,258.0,5,
B001CJVTLC,257.0,0,
B00CRZXV2A,256.0,3,
B07BDHJJTH,256.0,0,
B01LXSV4ML,256.0,0,
B0749K8PST,252.0,1,
B000GUEXBG,252.0,5,
B00200JX3S,252.0,5,
B000K8FYAS,251.0,5,
B004L13EXE,251.0,0,
B00Z0P39SK,251.0,0,
B089QNP5KC,250.0,0,
B00TTX54GO,249.0,0,
B07MM2T4S8,249.0,0,
B00B0DWCQG,248.0,0,
B00ZY6JHU4,248.0,5,
B07W5QM4DP,246.0,4,
B01N6QF74C,244.0,0,
B082XJRTMG,244.0,0,
B08B12S2N5,244.0,5,
B08NQD4FBW,244.0,1,
B06XKD9WCK,243.0,5,
B001CJVTLC,243.0,2,
B00GVHEQV0,242.0,1,
B071WT4KLM,242.0,0,
B00ILD589G,240.0,4,
B0000BX8MA,239.0,3,
B009NVD1TO,239.0,4,
B00THZWA6Q,238.0,0,
B000VSAEYI,237.0,0,
B00388IS1E,236.0,5,
B00006IFH0,236.0,0,
B07FCV5VCZ,235.0,5,
B004617DEU,235.0,5,
B00FW78710,235.0,4,
B00X9JDPYC,235.0,0,
B004N7NFSK,235.0,0,
B07F16V3C5,232.0,0,
B00474OXBM,232.0,4,
B076JKBDJ4,232.0,5,
B000058TJ3,232.0,3,
B07VLBWKWQ,230.0,0,
B00YSWUDGM,230.0,4,
B00APVXSM6,230.0,5,
B004M2BINA,227.0,0,
B00005C32X,225.0,4,
B01HNSL31Q,225.0,3,
B013X5NWBW,225.0,0,
B00HT5HBMO,225.0,4,
B01GSYA4K2,224.0,4,
B08JQ6XKQ5,224.0,5,
B07QVZ3D4H,224.0,0,
B01N17VPOR,220.0,0,
B079Y6BH2V,220.0,5,
B001DIJ48C,220.0,1,
B0763TLL6V,219.0,5,
8499000606,218.0,3,
B07586Y1T9,218.0,5,
B00005N9EE,218.0,2,
B00KJLUTQU,217.0,5,
B07RQJHG8M,217.0,0,
B01ASVCZ6W,216.0,4,
B01LXSV4ML,216.0,5,
B079Y6BH2V,216.0,5,
B00004W60G,215.0,5,
B0038BAHGK,215.0,5,
B008KCQRPW,215.0,5,
B07WK9WLZ8,214.0,5,
B002C3R182,213.0,5,
B07ZF4Y1FK,212.0,4,
B00B9U8X5Y,212.0,5,
B01I2GVSNQ,212.0,4,
B01GXTGKVO,212.0,5,
B000B6ACGA,211.0,4,
B00009KWZR,211.0,5,
B001U3Y5XE,211.0,2,
B077N6CFXP,209.0,0,
B017MLIGP0,209.0,0,
B01C49MCEQ,208.0,0,
B00005OARQ,208.0,5,
B07HZ6SJP5,207.0,5,
B07HZ6SJP5,206.0,5,
B01MA408NQ,205.0,0,
B001QT03JW,205.0,5,
B000W7JWUA,205.0,5,
B00IGLQWUW,205.0,5,
B00WTDXSDM,205.0,5,
B00EFDXAB4,204.0,5,
B094VVLJ95,203.0,5,
B074ZHXF48,203.0,5,
B0763TLL6V,203.0,5,
B087R5L6WT,203.0,0,
B016BY59PO,203.0,1,
B01FVNA1D6,202.0,0,
B08BCF9ZX6,201.0,4,
B01BMKEUDO,201.0,1,
B00NYZMCTK,200.0,3,
B07FCV5VCZ,200.0,5,
B07YC58HFC,199.0,1,
B06Y1192MF,199.0,3,
B00U7EX5HO,199.0,3,
B004ADTC48,199.0,4,
B00CYFFQTE,199.0,3,
B093T52595,198.0,0,
B07X5NN5GN,198.0,5,
B0007MZV3C,197.0,2,
B000XRURAS,196.0,5,
B00NHQFA5E,196.0,0,
B01KYLA1KI,196.0,4,
B00AWRGZFA,195.0,0,
B09HH8B79P,194.0,1,
B07FCV5VCZ,194.0,4,
B00076OC60,194.0,2,
B07QNLD1ZK,193.0,0,
B07M79K46H,193.0,5,
B01MRG7T0D,193.0,4,
B07RWWH2L4,192.0,5,
B001EGYWT4,192.0,5,
B01LXSV4ML,192.0,0,
B07CVHHJ3L,192.0,5,
B001613Q8A,192.0,1,
B003I64OT6,192.0,5,
B00IECWX5G,192.0,5,
B083FBBBXC,191.0,5,
