helpful_reviews,asin,\N,parent_asin,\N,\N
helpful_reviews,B01FST8A90,6717.0,https://images-na.ssl-images-amazon.com/images/I/71A5w+jNPUL.jpg,\N,\N
helpful_reviews,B000UEQI1G,5071.0,B000UEQI1G,1,\N
helpful_reviews,B0010VS078,3836.0,B0010VS078,1,\N
helpful_reviews,B07H4HKDG7,2022.0,B0BG3XRKH2,5,\N
helpful_reviews,B00KI03U8Q,1927.0,https://images-na.ssl-images-amazon.com/images/I/61MNvdyv4UL._SL1600_.jpg,\N,\N
helpful_reviews,B003NSBMUI,1925.0,B08J8P34NR,5,\N
helpful_reviews,B008RU8GC4,1857.0,B08921XN6G,3,\N
helpful_reviews,B07CTXHNSL,1654.0,B0C3H818H4,1,\N
helpful_reviews,B08S583D9Q,1490.0,B0BRSD3YP1,1,\N
helpful_reviews,B001CJVTLC,1170.0,B001CJVTLC,1,\N
helpful_reviews,B00GGY85EC,1038.0,B08L58GW4F,5,\N
helpful_reviews,B07CTXHNSL,1024.0,B0C3H818H4,1,\N
helpful_reviews,B00006IJIC,853.0,B0B924HRL7,5,\N
helpful_reviews,B00004YRPF,830.0,B0C6B84FTQ,5,\N
helpful_reviews,B00A2HD40E,795.0,B00A2HD40E,5,\N
helpful_reviews,B00APVXSM6,781.0,IMAGE,\N,\N
helpful_reviews,B00ARQW1E0,766.0,B00ARQW1E0,3,\N
helpful_reviews,B084P3VP2T,760.0,B084P3VP2T,2,\N
helpful_reviews,B076PRWVFG,735.0,B076PRWVFG,5,\N
helpful_reviews,B07NXDJ52C,713.0,https://images-na.ssl-images-amazon.com/images/I/71c8Eh-cjsL._SL1600_.jpg,\N,\N
helpful_reviews,B00008BFZH,708.0,B00008BFZH,5,\N
helpful_reviews,B003FHXMDC,688.0,B07CRBXJQ2,5,\N
helpful_reviews,B000NVBE1A,687.0,B09M7Z5FBY,5,\N
helpful_reviews,B014KEE9LC,683.0,B0BPNH8W3R,5,\N
helpful_reviews,B000LSZVKA,664.0,B000LSZVKA,1,\N
helpful_reviews,B00SAUAP5C,662.0,B00SAUAP5C,5,\N
helpful_reviews,B00UB8BEEM,639.0,B08WVB3G9H,5,\N
helpful_reviews,B00CI6JB6I,624.0,B00CI6JB6I,4,\N
helpful_reviews,B00A80X19E,622.0,IMAGE,\N,\N
helpful_reviews,B00IUAAK2A,610.0,B00IUAAK2A,5,\N
helpful_reviews,B007GQ0YKC,606.0,IMAGE,\N,\N
helpful_reviews,B00FEJPCNC,595.0,IMAGE,\N,\N
helpful_reviews,B000N178E2,594.0,https://images-na.ssl-images-amazon.com/images/I/715-g9XO+lL.jpg,\N,\N
helpful_reviews,B001BKX0V4,590.0,B08GGHG8S6,5,\N
helpful_reviews,B07PXR5J2D,581.0,B07XH82JH5,1,\N
helpful_reviews,B07WFT269D,574.0,IMAGE,\N,\N
helpful_reviews,B00580KX2W,568.0,B00580KX2W,2,\N
helpful_reviews,B005QZLBXO,563.0,https://images-na.ssl-images-amazon.com/images/I/713rrNklbsL._SL1600_.jpg,\N,\N
helpful_reviews,B08C7G8ZTJ,562.0,B09NTXBJDM,1,\N
helpful_reviews,B07WFT269D,560.0,https://images-na.ssl-images-amazon.com/images/I/71ybp3UxjiL._SL1600_.jpg,\N,\N
helpful_reviews,B0192MB5RS,559.0,B01MQ1SDQ2,5,\N
helpful_reviews,B07CBTZWQP,557.0,B0BNH77PG2,3,\N
helpful_reviews,B07SZLZHF4,557.0,IMAGE,\N,\N
helpful_reviews,B0010VS078,538.0,B0010VS078,5,\N
helpful_reviews,B07KKQ8ZBT,538.0,IMAGE,\N,\N
helpful_reviews,B01H1NV1RE,532.0,IMAGE,\N,\N
helpful_reviews,B00EFDXAB4,529.0,B00EFDXAB4,1,\N
helpful_reviews,B01JYRII4Y,526.0,https://images-na.ssl-images-amazon.com/images/I/911QW79pekL.jpg,\N,\N
helpful_reviews,B07C6182BY,524.0,IMAGE,\N,\N
helpful_reviews,B00LD6KNHK,524.0,B00LD6KNHK,4,\N
helpful_reviews,B07H185K6H,518.0,B07H185K6H,2,\N
helpful_reviews,B072BHBJF1,513.0,B072BHBJF1,3,\N
helpful_reviews,B07YQ641NQ,506.0,B08M4WM6YR,5,\N
helpful_reviews,B01L0MJX0E,503.0,B01L0MJX0E,1,\N
helpful_reviews,B01LQCIL88,501.0,B0C6YN6RRV,5,\N
helpful_reviews,B001ESQTUM,492.0,B001ESQTUM,1,\N
helpful_reviews,B002XULJDW,490.0,https://images-na.ssl-images-amazon.com/images/I/81GKrU6RA2L.jpg,\N,\N
helpful_reviews,B01681O14U,489.0,IMAGE,\N,\N
helpful_reviews,B074NZV2H7,487.0,B08QM8491V,5,\N
helpful_reviews,B08NQD4FBW,486.0,IMAGE,\N,\N
helpful_reviews,B0002AUWKG,478.0,B0B9S57TBM,5,\N
helpful_reviews,B09L82XBMB,478.0,B09L82XBMB,1,\N
helpful_reviews,B07771DV5J,476.0,IMAGE,\N,\N
helpful_reviews,B00FW78710,471.0,B00FW78710,5,\N
helpful_reviews,B07RKPP1YL,468.0,IMAGE,\N,\N
helpful_reviews,B001I912SQ,464.0,B01HRLW1LU,5,\N
helpful_reviews,B07B6ZN7P8,451.0,B0953YFR2M,4,\N
helpful_reviews,B0013WLX3M,439.0,B0013WLX3M,4,\N
helpful_reviews,B076PRWVFG,433.0,https://images-na.ssl-images-amazon.com/images/I/71TcclbAbCL.jpg,\N,\N
helpful_reviews,B001CJVTLC,431.0,IMAGE,\N,\N
helpful_reviews,B074PYYM51,425.0,B09JQNNFV6,1,\N
helpful_reviews,B006SSFVWU,420.0,B006SSFVWU,5,\N
helpful_reviews,B00000IZKX,416.0,IMAGE,\N,\N
helpful_reviews,B01N4KVUXG,413.0,IMAGE,\N,\N
helpful_reviews,B01C35QC4W,413.0,B08225L2PP,5,\N
helpful_reviews,B06XFQG2GN,409.0,IMAGE,\N,\N
helpful_reviews,B0771YL7DZ,407.0,B0771YL7DZ,2,\N
helpful_reviews,B001ESQTUM,406.0,B001ESQTUM,1,\N
helpful_reviews,1556344732,398.0,1556344732,4,\N
helpful_reviews,B01FST8A90,390.0,B09C2H2X8G,1,\N
helpful_reviews,B006FKWH6O,389.0,https://images-na.ssl-images-amazon.com/images/I/21Z5QT+0MLL._SL1600_.jpg,\N,\N
helpful_reviews,B00AA7BA3Y,387.0,B089N6RFRB,5,\N
helpful_reviews,B086PK8B43,386.0,B08FJ5M8KZ,1,\N
helpful_reviews,B0009XBY3A,386.0,B07CG7H1YG,2,\N
helpful_reviews,B00B1Z6EPS,382.0,B08D22N6P9,4,\N
helpful_reviews,B07SS62PFM,381.0,B0BR6LC1KN,4,\N
helpful_reviews,B00IZ8T7UI,381.0,B00IZ8T7UI,4,\N
helpful_reviews,B00OTJ5HZQ,374.0,https://images-na.ssl-images-amazon.com/images/I/714SsZIl2cL.jpg,\N,\N
helpful_reviews,B073GBDFWN,373.0,B07WV5QL5Z,1,\N
helpful_reviews,B00NX627HW,372.0,B00NX627HW,5,\N
helpful_reviews,B00008W72D,368.0,IMAGE,\N,\N
helpful_reviews,B06XXXP842,368.0,B06XXXP842,4,\N
helpful_reviews,B07Q76Z795,368.0,B07Q76Z795,1,\N
helpful_reviews,B005P5D7G4,368.0,B0BV9L2FD6,4,\N
helpful_reviews,B000VN8HLA,366.0,B01DEBUHSQ,1,\N
helpful_reviews,B000K21D4K,366.0,B000K21D4K,5,\N
helpful_reviews,B07HZ6SJP5,359.0,B07HZ6SJP5,5,\N
helpful_reviews,B07FQZH2NQ,358.0,B07FQZH2NQ,5,\N
helpful_reviews,B004YD7BTW,357.0,B004YD7BTW,5,\N
helpful_reviews,B079CH7PLF,357.0,IMAGE,\N,\N
helpful_reviews,B004A8ZRBA,352.0,B004A8ZRBA,3,\N
helpful_reviews,B07FQZH2NQ,350.0,B07FQZH2NQ,5,\N
helpful_reviews,0786965622,348.0,B09Y1XLLTX,5,\N
helpful_reviews,B07RMHL5K8,342.0,IMAGE,\N,\N
helpful_reviews,B000YFSZU8,341.0,B000YFSZU8,5,\N
helpful_reviews,B002GJMOUC,341.0,B002GJMOUC,4,\N
helpful_reviews,B07HZ6SJP5,337.0,B07HZ6SJP5,5,\N
helpful_reviews,B004WNIT3G,336.0,B004WNIT3G,5,\N
helpful_reviews,B00466PKE0,336.0,IMAGE,\N,\N
helpful_reviews,B076PRWVFG,335.0,B076PRWVFG,5,\N
helpful_reviews,B0160JBGRA,326.0,IMAGE,\N,\N
helpful_reviews,B017N6XEL0,323.0,B017N6XEL0,4,\N
